"Carimbo de data/hora","Qual é o seu Curso?","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário ","1)      Organizei meus estudos com base no plano de ensino (programação) da(o) disciplina/tema/módulo ","2)      Mantive um relacionamento cordial com o(a) professor (a) coordenador (a) da disciplina ","3)      Mantive um relacionamento cordial com o (a) tutor (a) presencial ","4)      Mantive um relacionamento cordial com o (a) tutor (a) a distância","5)      Mantive um relacionamento cordial com o (a) coordenador (a) do polo","6)      Frequentei as atividades presenciais conforme programado","7)      Participei das atividades a distância conforme programado","8)      Compreendi os conteúdos ministrados na(o) disciplina/tema/módulo ","9)      Estive motivado/a ao longo da oferta da(o) disciplina/tema/módulo","10)      Aprofundei meus conhecimentos, de maneira autônoma, consultando outras fontes","11)      Realizei as atividades da disciplina/tema/módulo, atendendo aos prazos estabelecidos ","12)      Realizei as atividades da disciplina/tema/módulo observando os critérios estabelecidos ","13)      Dediquei horas de estudo à disciplina ao longo da semana ","14) O(A) professor(a)/coordenador(a) da(o) disciplina/tema/módulo mostrou-se disponível para me atender e orientar ","15)      O(A) professor(a)/coordenador(a) da(o) disciplina/tema/módulo me tratou com ética e respeito","16)      O(A) tutor(a) presencial mostrou-se disponível para me atender e orientar ","17)      O(A) tutor(a) presencial me tratou com ética e respeito ","18)      O(A) tutor(a) a distância mostrou-se disponível para me atender e orientar","19)      O(A) tutor(a) a distância me tratou com ética e respeito","20)      Tive acesso ao plano de ensino (programação) da(o) disciplina/tema/módulo ","21)      O plano de ensino (programação) da(o) disciplina/tema/módulo foi cumprido","22)      As atividades de tutoria realizadas contemplaram as necessidades da turma","23)      As atividades de tutoria foram executadas conforme o planejado","24)      Os conteúdos da(o) disciplina/tema/módulo foram ministrados com clareza e objetividade","25)      Os conceitos/conteúdos foram apresentados de forma contextualizada","26)      Fui estimulado a desenvolver o pensamento crítico","27)      Foram utilizados recursos diversos (vídeos, materiais complementares, webconferências, etc.) durante a oferta da(o) disciplina/tema/módulo","28) Esta disciplina contribuiu com minha formação cidadã e profissional ","29)      A interação com professores e colegas foi favorecida/estimulada","30)      O material didático fornecido para estudo da(o) disciplina/tema/módulo foi adequado","31)      O processo avaliativo da(o) disciplina/tema/módulo foi explicado aos discentes de forma clara e objetiva","32)      A avaliação da aprendizagem foi realizada com critérios bem definidos","33)      A avaliação da aprendizagem foi realizada de acordo com os conteúdos trabalhados","34)      Foram utilizados diferentes instrumentos/estratégias de avaliação (provas, seminários, produção textual, etc.)","35)      Os(As) instrumentos/estratégias de avaliação foram adequados(as), acessíveis aos discentes e os prazos/tempo foram suficientes","36)      As salas reservadas às atividades presenciais e seu mobiliário estavam em condições adequadas de uso","37)      A infraestrutura das bibliotecas atendeu adequadamente às necessidades discentes (sala de estudos, acervo, atendimento, etc.)","38)      Os recursos audiovisuais atenderam às necessidades do ensino no âmbito da(o) disciplina/tema/módulo","39)      O ambiente virtual de aprendizagem utilizado (Moodle/SIGAA) atendeu às necessidades dos discentes","40)      Os recursos de informática dos laboratórios, nos polos, atenderam às necessidades discentes","41)      O laboratório de atividades práticas estava adequado às atividades desenvolvidas","42)      As instalações físicas do polo (banheiros, espaços de convivência, espaço para alimentação, etc.) atendem às necessidades dos discentes","43) A acessibilidade nos espaços utilizados, incluindo o ambiente virtual, é adequada","Comentários Gerais (máximo 600 caracteres)","Sugestões de Melhoria (Máximo 600 caracteres)"
"2023/11/06 5:39:18 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","3","3","5","4","3","3","4","4","4","3","4","3","3","4","4","5","5","4","4","4","4","4","4","4","3","3","4","4","3","4","3","4","4","4","4","3","3","3","4","1","1","3","3","",""
"2023/11/06 5:40:36 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","2","",""
"2023/11/06 5:43:04 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","3","3","4","3","2","4","3","4","3","3","3","3","3","3","3","4","4","3","4","4","4","4","4","4","3","3","4","4","4","4","3","3","4","4","3","3","2","2","4","1","1","3","3","",""
"2023/11/06 5:43:49 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","2","2","3","2","3","3","2","2","2","3","2","3","2","2","2","3","3","2","3","4","3","2","3","3","2","2","2","2","4","4","3","3","3","2","2","4","4","2","2","2","5","4","4","",""
"2023/11/06 5:44:57 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","3","4","4","3","4","4","4","",""
"2023/11/06 5:46:38 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","5","4","4","",""
"2023/11/06 6:00:21 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","4","2","3","3","3","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","4","4","4","4","4","4","1","4","4","4","3","4","4","4","4","4","4","4","2","4","5","4","2","","MELHORAR TUTORIA E INFORMAÇÕES AOS  ALUNOS"
"2023/11/06 6:04:08 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","",""
"2023/11/06 6:11:25 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","4","4","5","4","4","4","4","4","4","3","4","4","3","3","4","5","5","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","4","3","4","A QUESTÃO 6 DEVERIA TER A APÇÃO NÃO SE APLICA.
SINTO FALTA DOS ENCONTROS ONLINES MOTIVACIONAIS, PRECISAMOS E MUITO DE MOTIVAÇÃO","POR SER UM CURSO DE MATEMÁTICA A DISTÂNCIA, É NECESSARIO REUNIÕES MOTIVACIONAIS, POIS PERCEBO QUE COM O PASSAR DOS TEMPOS EU E MUITOS OUTROS VÃO FICANDO DESMOTIVADOS, MUITOS TRABALHAM, E TRABALHAR O DIA TODO E ESTUDAR MATEMÁTICA ONLINE É BEM COMPLICADO, OUTRA SUGESTÃO É QUE SE POSSIVEL NÃO CONCILIAR AS AVALIÕES DAS DUAS DISCIPLINAS NO MESMO DIA, FICA BEM CORRIDO PRA NOS ALUNOS, PODERIAM AJUSTAR O HORÁRIO DA DISCIPLINA DA TARDE, POIS HÁ COLEGAS DE OUTROS POLO QUE VIAJAM 2,3 HORAS PARA ASSISTIR A AULA PRESENCIAL, E SE FICAR PRA ASSISTIR  ONLINE NO POLO, PERDERÁ ONIBUS PARA O RETORNO PRA SUA CASA"
"2023/11/06 6:23:02 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","3","4","4","5","3","3","3","3","3","2","3","3","2","4","4","4","4","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","3","3","",""
"2023/11/06 6:30:12 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","3","3","3","3","3","3","3","2","2","2","3","3","2","3","3","2","3","2","3","3","3","2","2","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","3","3","",""
"2023/11/06 6:39:41 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","3","4","4","5","4","3","4","3","3","3","4","4","3","4","4","4","4","5","5","4","4","4","4","4","3","4","3","4","4","4","4","3","3","4","4","4","4","4","3","4","5","4","4","16,20 horas mensais de aula não é o suficiente, acho necessário ter mais apoio para o entendimento dos conteúdos, falo por mim  e muitos que tem mais de 15 anos que terminou o ensino médio, tem conteúdos que precisamos aprender do inicio, e por ser extenso e pouco tempo para tirar duvidas acabamos por não assimilar bem o conteúdo.
o resultado das notas da prova demoram muito a sair, não temos uma boa transparência nas notas, sem feedback com a correção da avaliação onde podemos saber onde erramos e precisamos melhorar.","O tutor poderia Corrigir as notas, ou o professor teria um dia específico para dar o resultado em uma sala de aula online , ou mandar as provas corrigidas via email.
poderia ter aulas online ou vídeos gravados, explanando sobre o assunto uma semana antes da presencial, para que possamos ter um melhor entendimento sobre o conteúdo, pode ser vídeos curtos disponibilizados na plataforma do SIGAA, calculo poucos aprendem sozinho, precisamos que tenhamos mais aulas para melhor aprender. precisamos ser mais estimulados, motivados, pois calculo, não é um conteúdo fácil. aulas extras ainda que online."
"2023/11/06 6:40:14 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","3","4","5","4","4","4","4","3","3","4","4","4","3","3","4","4","5","4","5","4","4","2","2","2","4","4","4","4","4","4","2","3","4","4","4","4","4","3","4","4","4","4","4","",""
"2023/11/06 6:51:14 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","",""
"2023/11/06 7:31:16 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","",""
"2023/11/06 7:35:51 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","",""
"2023/11/06 7:41:25 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","2","2","3","3","2","2","2","2","","Climatiza lo ambiente de aulas ,pois só possuem uma central de ar sendo insuficiente para o tamanho das salas.
Não temos Internet no Polo, porque nossas atividades são online. "
"2023/11/06 8:01:46 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","4","1","4","5","4","3","4","4","4","3","4","4","3","3","4","4","4","5","5","4","4","4","4","4","4","3","2","4","4","3","4","4","4","2","3","4","3","2","2","2","3","3","3","",""
"2023/11/06 8:47:34 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","3","4","5","5","3","3","3","4","3","4","4","4","2","3","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","Tutoria durante a semana ","Tutoria durante a semana "
"2023/11/06 9:22:01 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","3","3","3","3","2","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","",""
"2023/11/06 9:45:30 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","4","4","5","4","4","4","4","4","4","3","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","3","4","3","3","3","4","3","4","4","3","4","3","3","4","4","4","3","3","",""
"2023/11/06 9:47:22 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","2","2","4","3","2","4","4","4","3","4","3","3","3","3","3","4","4","3","3","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","3","3","4","3","3","","Deverá ser disponibilizado no polo recursos pedagógicos para desenvolver as atividades de forma mais concreta e ao mesmo tempo lúdicas. "
"2023/11/06 9:48:56 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","4","4","5","4","4","4","4","4","3","4","4","4","3","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","",""
"2023/11/06 9:53:45 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","3","3","4","3","2","3","3","3","3","3","3","3","3","3","4","4","4","3","3","4","4","3","3","3","3","4","3","4","4","3","3","4","4","3","3","3","3","3","4","3","4","3","3","",""
"2023/11/06 9:56:53 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","3","3","4","4","3","3","4","3","3","3","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","3","3","3","4","4","",""
"2023/11/06 9:58:51 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","4","4","4","5","4","4","4","3","3","4","4","4","3","4","4","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","",""
"2023/11/06 10:00:56 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","2","3","4","3","4","4","4","3","3","3","4","4","4","3","2","4","5","3","5","3","3","3","2","2","2","2","1","2","2","1","2","2","2","2","2","3","1","2","1","1","1","3","2","Nada a declarar.","Nada a declarar."
"2023/11/06 10:02:29 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","3","4","4","4","4","4","4","3","4","3","4","4","4","3","",""
"2023/11/06 10:06:02 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","4","2","5","3","3","4","3","4","4","3","4","4","3","2","3","5","5","3","3","3","4","4","4","4","4","4","3","4","4","4","3","3","4","4","3","3","1","2","1","1","1","3","1","Nada a declarar.","Nada a declarar."
"2023/11/06 10:07:19 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","4","4","5","4","4","1","4","3","4","3","4","4","3","4","4","5","5","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","",""
"2023/11/06 10:07:35 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","2","3","4","4","4","2","3","3","3","3","2","2","2","4","4","4","4","4","4","4","4","4","3","4","4","4","3","4","4","3","4","4","4","3","3","4","3","4","4","1","5","4","4","",""
"2023/11/06 10:10:33 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","3","3","4","4","4","2","3","2","2","3","3","3","3","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","Falta qualidade na frequências das tutoria presencial ","As tutorias presenciais deveriam ser tratadas com mais responsabilidades, pois é só um dia na semana que temos a oportunidade de estar dentro da sala de aula, quando o tutor não vai deixa a desejar com o aprendizado dos alunos."
"2023/11/06 10:11:53 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","",""
"2023/11/06 10:13:14 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","4","4","4","4","4","3","4","3","3","4","4","4","4","3","4","4","4","4","4","4","3","3","3","4","4","4","3","4","4","3","4","4","3","3","3","4","4","4","3","4","4","4","3","",""
"2023/11/06 10:13:34 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","3","3","4","5","4","4","3","3","4","3","4","4","3","4","4","4","4","5","5","4","4","4","4","4","4","4","3","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","",""
"2023/11/06 10:15:51 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","4","4","4","5","4","4","4","4","4","4","4","4","3","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","",""
"2023/11/06 11:04:14 PM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","3","4","4","4","3","3","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","1","4","2","4","",""
"2023/11/06 11:18:10 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","4","4","4","4","4","3","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","1","4","2","4","",""
"2023/11/06 11:30:28 PM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","Nossas aula aos sábados a tarde são proveitosas, mas se tiver a possibilidade de mudar para um dia da semana, seria muito melhor.","Minha sugestão é que as aulas online da disciplina Fundamentos da Educação, fossem transferidas para uma terça-feira ou quinta-feira a noite, ou conforme a disponibilidade da professora e da turma."
"2023/11/07 8:00:04 AM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","4","3","4","4","3","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","2","4","4","3","4","4","4","4","4","3","1","1","4","1","2","2","1","Acredito que a tutora presencial é ótima, tem domínio de conteúdo e em suas aulas apresenta atividades inovadoras no decorrer das avaliações. Mas também seria bom pelo menos uma vez a cada avaliação a presença do professor da disciplina, pra interagir com os discentes. Também devo relatar que o ambiente virtual do polo não atende as necessidades dos discentes. Assim também como não temos livros adequados no polo para fazer pesquisas e aprofundar ainda mais nosso conhecimento nesse conteúdo.","Presença do professor da disciplina pelo menos uma vez a cada avaliação, a melhoria no Wi-Fi do polo e materiais didáticos seria muito importante para nós discentes."
"2023/11/07 8:20:56 AM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","4","4","4","4","3","4","4","3","4","4","4","4","3","4","4","4","4","3","4","4","4","2","3","2","3","2","1","4","4","4","2","3","4","1","4","3","1","1","4","1","3","2","1","A tutora presencial é uma excelente profissional, mas seu tempo é escasso demais, acredito que isso de alguma forma lhe prejudica devido a pressão psicológica e o tempo curto demais para ler o conteúdo e repassar para turma tal assunto. Também complicado a questão dos recursos virtuais e didáticos do polo por que não atendem as necessidades dos discentes.","Conversar com a tutora e aconselhá- lá para administrar seu tempo pra assim não prejudicar a ela nem a turma seria muito bom. A presença do professor da disciplina pelo menos uma vez a cada avaliação e a melhoria dos materiais disponibilizados no polo, como por exemplo, Wi-Fi e materiais didáticos seria ótimo para o aprofundamento de conhecimentos a respeito do curso e da disciplina. "
"2023/11/07 8:34:33 AM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","",""
"2023/11/07 8:39:18 AM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","4","3","4","3","4","4","4","4","4","4","4","4","4","3","4","4","4","3","4","4","4","3","4","4","3","3","4","4","4","3","3","3","3","3","3","4","3","3","3","4","4","4","3","",""
"2023/11/07 8:50:52 AM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","2","2","3","3","2","2","1","2","1","2","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","1","2","2","3","2","3","3","3","Os professores sao bons, eu que não estoi conseguindo acompanhar os trabalhos, pois a tutoria é sábado a tarde e nesse horário estou trabalhando.","A tutoria poderia ser segunda pela manha"
"2023/11/07 8:53:02 AM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","3","2","5","4","2","4","4","4","3","4","4","4","4","1","2","5","5","4","4","4","3","4","4","4","4","4","2","4","2","1","3","3","4","3","4","2","2","2","1","1","2","1","2","O curso poderia considerar a atualização dos livros didáticos e oferecer recursos tecnológicos mais avançados. Além disso, a UFPA deve lembrar que os programas de estudo a distância são uma parte integral da universidade e, como tal, poderia promover a inclusão econômica e social para esse grupo de estudantes. Isso poderia incluir a possibilidade de serem elegíveis para bolsas socioeconômicas.

Essas melhorias e apoio financeiro podem contribuir significativamente para a experiência dos estudantes no ensino a distância da UFPA.","Deve-se melhorar a organização do planejamento de cada disciplina, levando em consideração que nem todos os estudantes do curso residem no local do Polo do curso. Seria benéfico designar um dia exclusivamente para a disciplina pedagógica.

Nesse contexto, a sugestão é aprimorar o planejamento das disciplinas, reconhecendo a diversidade de localização dos estudantes e reservando um dia específico para as atividades relacionadas à disciplina pedagógica. Isso contribuiria para uma melhor experiência no ensino a distância."
"2023/11/07 9:20:58 AM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","4","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","",""
"2023/11/07 9:40:27 AM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","3","3","4","3","3","3","4","3","4","4","3","3","3","4","4","4","4","3","3","4","4","4","3","3","3","4","4","4","4","3","3","3","3","4","4","4","3","4","3","3","3","4","3","",""
"2023/11/07 9:40:29 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","2","2","2","3","3","1","1","3","1","3","1","1","1","1","3","1","4","1","4","4","4","1","4","3","4","4","4","4","1","4","4","4","4","4","1","4","4","4","4","4","3","2","3","",""
"2023/11/07 9:43:10 AM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","4","4","4","3","3","3","4","3","3","4","4","4","4","3","3","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","5","4","4","",""
"2023/11/07 10:00:18 AM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","3","2","3","2","4","3","3","4","4","2","2","3","2","4","4","5","5","5","5","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","3","3","3","4","4","3","4","1","1","",""
"2023/11/07 10:30:16 AM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","4","4","5","4","4","3","3","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","1","1","",""
"2023/11/07 10:33:07 AM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","3","4","1","5","2","1","4","4","4","4","4","3","3","4","3","1","1","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","1","3","3","1","1","1","1","",""
"2023/11/07 10:44:18 AM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","3","3","4","4","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","",""
"2023/11/07 10:45:45 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","4","4","3","3","3","4","4","4","4","4","4","4","4","3","4","3","3","3","5","4","4","4","3","4","3","4","4","4","4","4","4","4","4","4","3","4","4","3","4","3","5","4","4","","Não  tenho o que reclamar, mas poderiam organizar os envios dos trabalhos  até  as 23:00, pois há  alunos que saem tarde do trabalho, eu por exemplo trabalho das 16:00 até 01:00 da manhã e o envio até 12:00 e ruim para mim e para alguns  colegas meu de turma.E sobre o tutor presencial, seria bom que quando houvesse aulas online o tutor presencial, anotasse o que foi dito para repassar aos alunos que não puderam assistir, pois perder uma aula online e extremamente  complicado, por que ficamos aéreos e nem sempre o tutor presencial sabe nos explicar o que foi dito na aula online."
"2023/11/07 10:47:43 AM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","3","3","2","4","3","4","4","3","3","2","4","3","2","4","4","2","4","4","4","4","4","3","3","3","3","3","2","3","3","3","3","3","3","2","3","3","2","2","3","2","2","2","2","",""
"2023/11/07 10:50:18 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","",""
"2023/11/07 10:51:22 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","4","4","3","4","3","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","",""
"2023/11/07 10:52:19 AM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","3","3","5","4","4","4","4","4","4","4","4","4","3","3","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","1","3","3","3","2","2","2","",""
"2023/11/07 10:54:42 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","",""
"2023/11/07 10:54:56 AM GMT-3","MATEMÁTICA","","","","GEOMETRIA II","","","3","3","2","3","2","3","3","2","3","2","3","3","2","3","3","4","4","4","4","3","4","3","4","3","3","3","2","4","3","3","3","3","3","2","3","3","2","3","3","2","2","2","3","",""
"2023/11/07 11:04:33 AM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","INTRODUÇÃO A LIBRAS","","","","","4","3","3","5","4","4","4","3","3","4","4","4","4","4","4","3","3","4","5","4","4","3","4","4","4","4","3","4","4","3","4","4","4","4","3","4","3","3","3","4","4","4","4","",""
"2023/11/07 11:05:43 AM GMT-3","MATEMÁTICA","","","","FUNDAMENTOS DA EDUCAÇAO IV","","","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","1","4","4","1","5","1","1","Não tivemos aula presencial dessa disciplina","Poderiamos marcar uma aula presencial"
"2023/11/07 11:06:27 AM GMT-3","FÍSICA","","","","","","MECANICA CLASSICA I","4","4","4","4","2","4","4","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","1","1","1","1","Muito importante e sensata essa auto avaliação para que possamos expressar as dificuldades que existem no nosso polo.","Melhoria no nosso laboratório que não fizemos uso ."
